Risk,Description,Category,Level,Type,Key,Traversal Parameters,URL
Owner of UK HMT/OFSI Investment Bans List Entity (May Include 'PSA' Path),"The entity possibly owns (minority, majority, or wholly) an entity listed in the UK HMT/OFSI Investment Bans List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_owner_of_sanctioned_gbr_hmt_ofsi_entity,"{'max': 6, 'psa': True, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_gbr_hmt_ofsi']}",
Owner of UK Sanctions List Entity,"The entity possibly owns (minority, majority, or wholly) an entity listed in the UK Sanctions List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally.",sanctions,High,network,owner_of_sanctioned_gbr_fcdo_entity,"{'max': 6, 'psa': False, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_gbr_fcdo']}",
Owner of UK Sanctions List Entity (May Include 'PSA' Path),"The entity possibly owns (minority, majority, or wholly) an entity listed in the UK Sanctions List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_owner_of_sanctioned_gbr_fcdo_entity,"{'max': 6, 'psa': True, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_gbr_fcdo']}",
Owner of UN Security Council Sanctions List Entity,"The entity possibly owns (minority, majority, or wholly) an entity listed in the UN Security Council Sanctions List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally.",sanctions,High,network,owner_of_sanctioned_un_sc_entity,"{'max': 6, 'psa': False, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_un_sc']}",
Owner of UN Security Council Sanctions List Entity (May Include 'PSA' Path),"The entity possibly owns (minority, majority, or wholly) an entity listed in the UN Security Council Sanctions List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_owner_of_sanctioned_un_sc_entity,"{'max': 6, 'psa': True, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_un_sc']}",
Owner of USA OFAC Non-SDN Consolidated Sanctions List Entity,"The entity possibly owns (minority, majority, or wholly) an entity listed in the USA OFAC Non-SDN Consolidated Sanctions List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally.",sanctions,High,network,owner_of_sanctioned_usa_ofac_non_sdn_entity,"{'max': 6, 'psa': False, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_usa_ofac_non_sdn']}",
Owner of USA OFAC Non-SDN Consolidated Sanctions List Entity (May Include 'PSA' Path),"The entity possibly owns (minority, majority, or wholly) an entity listed in the USA OFAC Non-SDN Consolidated Sanctions List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_owner_of_sanctioned_usa_ofac_non_sdn_entity,"{'max': 6, 'psa': True, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_usa_ofac_non_sdn']}",
Owner of USA OFAC SDN List Entity,"The entity possibly owns (minority, majority, or wholly) an entity listed in the USA OFAC SDN List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally.",sanctions,High,network,owner_of_sanctioned_usa_ofac_sdn_entity,"{'max': 6, 'psa': False, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_usa_ofac_sdn']}",
Owner of USA OFAC SDN List Entity (May Include 'PSA' Path),"The entity possibly owns (minority, majority, or wholly) an entity listed in the USA OFAC SDN List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,High,network,psa_owner_of_sanctioned_usa_ofac_sdn_entity,"{'max': 6, 'psa': True, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_usa_ofac_sdn']}",
Owner of Ukraine SFMS List for Terrorism List Entity,"The entity possibly owns (minority, majority, or wholly) an entity listed in the Ukraine SFMS List for Terrorism List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally.",sanctions,Elevated,network,owner_of_sanctioned_ukr_sfms_entity,"{'max': 6, 'psa': False, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_ukr_sfms']}",
Owner of Ukraine SFMS List for Terrorism List Entity (May Include 'PSA' Path),"The entity possibly owns (minority, majority, or wholly) an entity listed in the Ukraine SFMS List for Terrorism List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,Elevated,network,psa_owner_of_sanctioned_ukr_sfms_entity,"{'max': 6, 'psa': True, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_ukr_sfms']}",
Owner of Ukraine Sanctions List Entity,"The entity possibly owns (minority, majority, or wholly) an entity listed in the Ukraine Sanctions List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally.",sanctions,Elevated,network,owner_of_sanctioned_ukr_nsdc_entity,"{'max': 6, 'psa': False, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_ukr_nsdc']}",
Owner of Ukraine Sanctions List Entity (May Include 'PSA' Path),"The entity possibly owns (minority, majority, or wholly) an entity listed in the Ukraine Sanctions List up to 3 hops away via direct shareholding relationships with 10% or more controlling interest, including beneficial owner, owner, shareholder, partner, subsidiary, or branch. Applicable to entities globally. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,Elevated,network,psa_owner_of_sanctioned_ukr_nsdc_entity,"{'max': 6, 'psa': True, 'relationships': ['has_branch', 'has_subsidiary', 'partner_of', 'beneficial_owner_of', 'owner_of', 'shareholder_of'], 'risk': ['sanctioned_ukr_nsdc']}",
Possibly the Same As (PSA) a Sanctioned Entity,"The entity is Possibly the Same As (PSA) one or multiple other entities that are Sanctioned. The entities did not meet the threshold required to merge them into a single entity, but they may be the same.",sanctions,Critical,psa,psa_sanctioned,,
Related to Mexico Drug Trafficking OFAC SDN Entity,The entity is 1 hop away from a Mexican company or individual designated by the U.S. Department of the Treasury's Office of Foreign Assets Control pursuant to a Counter-Narcotics related program within the Specially Designated Nationals List.,sanctions,Elevated,network,ofac_sdn_mex_dto_sanctioned_adjacent,"{'max': 1, 'page': 1, 'risk': ['ofac_sdn_mex_dto_sanctioned']}",
Related to Mexico Drug Trafficking OFAC SDN Entity (May Include 'PSA' Path),"The entity is 1 hop away from a Mexican company or individual designated by the U.S. Department of the Treasury's Office of Foreign Assets Control pursuant to a Counter-Narcotics related program within the Specially Designated Nationals List. This network risk path may include ‘Possibly the Same As’ (PSA) relationships—links between companies or persons that have closely matching attributes across datasets, but do not have enough shared information to definitively establish they are the same entity.",sanctions,Elevated,network,psa_ofac_sdn_mex_dto_sanctioned_adjacent,"{'max': 3, 'page': 1, 'psa': True, 'risk': ['ofac_sdn_mex_dto_sanctioned']}",
Related to Sanctioned,"The entity is 1 hop away from an entity subject to trade, transport, immigration and/or financial sanctions in one or several international sanctions lists. Applies to all relationship types.",sanctions,Elevated,network,sanctioned_adjacent,"{'max': 1, 'page': 1, 'risk': ['sanctioned']}",
Sanctioned,"Entities (persons, companies, aircraft, or vessels) currently subject to trade, transport, immigration, or financial sanctions in international sanctions lists.",sanctions,Critical,seed,sanctioned,,
Specially Designated Narcotics Trafficker,"This entity has been designated as a Specially Designated Narcotics Trafficker (SDNT) by the U.S. Department of Treasury, meaning it participates in or supports international narcotics trafficking activities that threaten U.S. national security and is subject to sanctions including asset freezing, prohibition of transactions with U.S. persons, and financial system restrictions.",sanctions,Critical,seed,ofac_sdnt_sanctioned,,
Specially Designated Narcotics Trafficker Kingpin,"This entity has been designated as a Specially Designated Narcotics Trafficker Kingpin (SDNTK) by the U.S. Department of Treasury under the Foreign Narcotics Kingpin Designation Act, meaning it plays a significant role in international narcotics trafficking activities that threaten U.S. national security and is subject to sanctions including asset freezing, prohibition of transactions with U.S. persons, and financial system restrictions.",sanctions,Critical,seed,ofac_sdntk_sanctioned,,
Specially Designated Terrorist,"This entity has been designated as a Specially Designated Global Terrorist (SDGT) by the U.S. Department of Treasury, meaning it engages in terrorist activity that threatens U.S. national security and is subject to sanctions including asset freezing, prohibition of transactions with U.S. persons, and financial system restrictions.",sanctions,Critical,seed,ofac_sdgt_sanctioned,,
AECA Debarred List Entity,"The entity has been added to the AECA Debarred List pursuant to the Arms Export Control Act (AECA) and the International Traffic in Arms Regulations (ITAR), which includes persons convicted in court of violating or conspiring to violate the AECA and subject to ""statutory debarment"" or persons established to have violated the AECA in an administrative proceeding and subject to ""administrative debarment."" These entities are prohibited from participating directly or indirectly in the export of defense articles, including technical data and defense services.",sanctions_and_export_control_lists,Critical,seed,usa_aeca_debarred,,
BIS Denied Persons List Entity,"The entity has been added to the USA Department of Commerce Bureau of Industry and Security's (BIS) Denied Persons List, which is a list of entities whose export and reexport privileges have been denied by the BIS. An American company or individual may not participate in an export transaction with an individual or company on the Denied Persons List.",sanctions_and_export_control_lists,Critical,seed,usa_bis_denied_persons,,
BIS Military End User (MEU) List Entity,The entity has been added to the USA Department of Commerce Bureau of Industry and Security's (BIS) Military End Use (MEU) List pursuant to Supplement No. 7 to part 744 of the EAR which identifies foreign parties that are prohibited from receiving items described in Supplement No. 2 of Part 744 of the EAR unless the exporter secures a license.,sanctions_and_export_control_lists,Critical,seed,usa_bis_meu,,
BIS Unverified List Entity,"The entity has been added to the USA Department of Commerce Bureau of Industry and Security's (BIS) Unverified List pursuant to Supplement No. 6 to part 744 of the EAR (15 CFR parts 730–774), which contains the names and addresses of foreign persons who are or have been parties to a transaction, as described in § 748.5 of the EAR, involving the export, reexport, or transfer (in-country) of items subject to the EAR.",sanctions_and_export_control_lists,High,seed,usa_bis_unverified,,
Entity in BIS Entity List,"The entity has been added to the USA Department of Commerce Bureau of Industry and Security's (BIS) Entity List for activities contrary to US national security or foreign policy interests. This subjects the entity to specific license requirements for the export, reexport, and/or transfer of items under the Export Administration Regulations (EAR).",sanctions_and_export_control_lists,Critical,seed,usa_bis,,
Formerly Sanctioned under Argentina Public Registry of Terrorism List,The entity was formerly subject to sanctions in the Argentina Public Registry of Terrorism. Registry is published by the Argentina Ministry of Justice.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_arg_repet_jus,,
Formerly Sanctioned under Belgium National Financial Sanctions List,The entity was formerly subject to sanctions in the Belgium National Financial Sanctions List. List provides asset freezing measures imposed by Belgium against individuals and entities suspected of terrorism. Belgium National Financial Sanctions List is established by the National Security Council and published by the Federal Public Service Finance.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_bel_fpsf,,
Formerly Sanctioned under Consolidated Australian Sanctions List,The entity was formerly subject to targeted financial sanctions pursuant to the Consolidated Australian Sanctions List. Listed individuals may also be subject to travel bans. The Consolidated Australian Sanctions List is published by the Australian Department of Foreign Affairs and Trade.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_aus_dfat,,
Formerly Sanctioned under Consolidated Canadian Autonomous Sanctions List,The entity was formerly subject to financial sanctions in the Consolidated Canadian Autonomous Sanctions List. The Consolidated Canadian Autonomous Sanctions List is published by the Global Affairs Canada.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_can_gac,,
Formerly Sanctioned under Czech Republic National Sanctions List,The entity was formerly subject to sanctions in the Czech Republic National Sanctions List. Czech Republic National Sanctions List is published by the Czech Republic Ministry of Foreign Affairs.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_cze_mof,,
Formerly Sanctioned under EBRD Ineligible Entities List,"The entity was formerly subject to integrity sanctions in the EBRD Ineligible Entities List and ineligible to become a Bank Counterparty for the periods indicated. The entity is ineligible due to a Third Party Finding,  a Debarment Decision by a Mutual Enforcement Institution or for having engaged in any Prohibited Practice in accordance with EBRD’s Enforcement Policy and Procedures. The List is published by the European Bank for Reconstruction and Development.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_xxx_ebrd,,
Formerly Sanctioned under EU Financial Sanctions List,"The entity was formerly subject to sanctions in the EU Financial Sanctions List. EU Financial Sanctions List is published by the Directorate-General for Financial Stability, Financial Services and Capital Markets Union (DG FISMA) of the European Commission.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_eu_dg_fisma_ec,,
Formerly Sanctioned under EU Sanctions Map List,The entity was formerly subject to sanctions in the EU Sanctions Map List. EU Sanctions Map List provides information on restrictive measures that are applicable in the EU jurisdiction and is published by the European Commission.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_eu_ec_sanctions_map,,
Formerly Sanctioned under EU Sanctions – Russia (Regulation 833/2014) List,"The entity was formerly subject to sanctions in the EU Sanctions – Russia (Regulation 833/2014). Listed entities are sanctioned under Council Regulation (EU) No 833/2014 of 31 July 2014 concerning restrictive measures in view of Russia's actions destabilizing the situation in Ukraine, along with its amendments.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_eu_ec_regulation_833_2014,,
Formerly Sanctioned under France National Asset Freeze Register List,"The entity was formerly subject to sanctions in the France National Asset Freeze Register. Register provides asset freezing measures in force on French territory, pursuant to national, European Union, and United Nations provisions. France National Asset Freeze Register is published by the Directorate General of the Treasury of the French Ministry of Economics, Finance and Industrial and Digital Sovereignty.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_fra_dgt_mefids,,
Formerly Sanctioned under Inter-American Development Bank Sanctions List,"The entity was formerly subject to sanctions in the Inter-American Development Bank Sanctions List for having engaged in fraudulent, corrupt, collusive, coercive or obstructive practices (collectively, Prohibited Practices), in violation of the IDB Group’s Sanctions Procedures and anti-corruption policies. The List is published by the Inter-American Development Bank.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_xxx_iabd,,
Formerly Sanctioned under Israel National Bureau for Counter-Terror Financing Designation List,The entity was formerly subject to Israel National Bureau for Counter-Terror Financing Designation List. The sanctions list is published by the Israel Ministry of Defense National Bureau for Counter-Terror Financing.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_isr_mod_nbctf,,
Formerly Sanctioned under Japan Ministry of Finance Economic Sanctions List,The entity was formerly subject to financial sanctions pursuant to the Japan Economic Sanctions List. Japan Economic Sanctions List is published by the Japan Ministry of Finance.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_jpn_mof,,
Formerly Sanctioned under Latvia National Sanctions List,The entity was formerly subject to targeted financial sanctions in the Latvia National Sanctions List. The List is published by the Financial Intelligence Service of Latvia.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_lva_fis,,
Formerly Sanctioned under Lithuania Designated Persons Under Magnitsky Amendments List,"The entity was formerly subject to sanctions in the Lithuania Designated Persons Under Magnitsky Amendments. The List is maintained and published by the Migration Department under the Ministry of the Interior of the Republic of Lithuania following the adoption of Magnitsky legislation, which amends Article 133 of the Lithuanian Law on the Legal Status of Aliens.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_ltu_mi,,
Formerly Sanctioned under Malaysia MOHA Sanctions List,The entity was formerly subject to sanctions in the Malaysia MOHA Sanctions List. Listed entities are imposed with asset freezing measures due to links to acts of terrorism and their financing. The List is published by the Malaysia Ministry of Home Affairs.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_mys_moha,,
Formerly Sanctioned under Netherlands National Sanctions List for Terrorism List,The entity was formerly subject to sanctions in the Netherlands National Sanctions List for Terrorism. List provides financial sanctions and asset freeze measures imposed by Netherlands against individuals and entities involved in terrorist activities. Netherlands National Sanctions List for Terrorism is published by the Dutch Ministry of Foreign Affairs.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_nld_mofa,,
Formerly Sanctioned under New Zealand Russia Sanctions List,The entity was formerly subject to sanctions in the New Zealand Russia Sanctions List. New Zealand Russia Sanctions List is published by the New Zealand Foreign Affairs and Trade.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_nzl_mfat_rus,,
Formerly Sanctioned under Poland National Sanctions List,"The entity was formerly subject to sanctions in the Poland National Sanctions List. List provides financial, asset freezing, and travel sanctions imposed by Poland. Poland National Sanctions List is published by the Ministry of the Interior and Administration of the Republic of Poland.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_pol_mia,,
Formerly Sanctioned under Singapore List for Terrorism List,The entity was formerly subject to sanctions in the Singapore List for Terrorism. The List is published via  Singapore Statutes Online (SSO) and maintained by the Legislation Division of the Attorney-General’s Chambers of Singapore (AGC).,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_sgp_agc,,
Formerly Sanctioned under Switzerland SECO Sanctions List,"The entity was formerly subject to sanctions in the Switzerland SECO Sanctions List. The List provides financial, trade, travel, diplomatic, cultural, and air traffic sanctions imposed by Switzerland. Switzerland SECO Sanctions List is published by the Switzerland State Secretariat of Economic Affairs.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_che_seco,,
Formerly Sanctioned under UK HMT/OFSI Investment Bans List,"The entity was formerly subject to targeted financial sanctions pursuant to the UK HMT/OFSI Investment Bans List. UK HMT/OFSI Investment Bans List is maintained and published by HM Treasury, UK Office of Financial Sanctions Implementation (OFSI).",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_gbr_hmt_ofsi,,
Formerly Sanctioned under UK Sanctions List,"The entity was formerly subject to sanctions in the UK Sanctions List. UK Sanctions List provides financial, immigration, trade, aircraft, and shipping sanctions. UK Sanctions List is published by the UK Foreign, Commonwealth & Development Office.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_gbr_fcdo,,
Formerly Sanctioned under UN Security Council Sanctions List,The entity was formerly subject to sanctions in the UN Security Council Sanctions List. The List is published by the UN Security Council.,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_un_sc,,
Formerly Sanctioned under USA OFAC Non-SDN Consolidated Sanctions List,"The entity was formerly subject to sanctions in the USA OFAC Non-SDN Consolidated Sanctions List. The List is published by the U.S. Department of the Treasury, Office of Foreign Assets Control (OFAC). USA OFAC Non-SDN Consolidated Sanctions List is comprised of the Foreign Sanctions Evaders List, Sectoral Sanctions Identifications (SSI) List, Correspondent Account or Payable-Through Account Sanctions (CAPTA) List, Non-SDN Menu-Based Sanctions List (NS-MBS List), Non-SDN Chinese Military-Industrial Complex Companies (CMIC) (NS-CCMC), and Palestinian Legislative Council List (PLC).",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_usa_ofac_non_sdn,,
Formerly Sanctioned under USA OFAC SDN List,"The entity was formerly subject to sanctions in the USA OFAC Specially Designated Nationals and Blocked Persons (SDN) List. The List is published by the U.S. Department of the Treasury, Office of Foreign Assets Control (OFAC).",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_usa_ofac_sdn,,
Formerly Sanctioned under Ukraine SFMS List for Terrorism List,The entity was formerly subject to sanctions pursuant to the Ukraine SFMS List for Terrorism since it is related to terrorist activities or sanctioned under international sanctions regimes.  Ukraine SFMS List for Terrorism is published by the State Financial Monitoring Service of Ukraine (Financial Intelligence Unit of Ukraine).,sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_ukr_sfms,,
Formerly Sanctioned under Ukraine Sanctions List,"The entity was formerly subject to trade, transport, immigration, and/or financial sanctions in the Ukraine Sanctions List. Ukraine Sanctions List is published by the National Security and Defense Council of Ukraine.",sanctions_and_export_control_lists,Elevated,seed,formerly_sanctioned_ukr_nsdc,,
ISN Nonproliferation Sanctions List Entity,"The entity has been added to the USA Department of State Bureau of International Security and Nonproliferation's (ISN) Nonproliferation Sanctions List, which imposes sanctions under various legal authorities against foreign individuals, private entities, and governments that engage in proliferation activities.",sanctions_and_export_control_lists,Critical,seed,usa_isn,,
Japan METI End User List Entity,"The entity has been added to the Japan Ministry of Economy, Trade and Industry (METI) End User List, which includes entities for which concerns cannot be eliminated regarding their involvement in activities such as the development of WMDs and missiles.",sanctions_and_export_control_lists,Critical,seed,jpn_meti_end_user,,
Japan MOFA Export Ban List Entity,"The entity has been added to the Japan Ministry of Foreign Affairs (MOFA) Export Ban List, which includes entities subject to export-related prohibitions due to their possible contribution to the enhancement of Russian industrial capacities. These measures, under the Japan Foreign Exchange and Foreign Trade Act, were put in place in response to the situation in Ukraine.",sanctions_and_export_control_lists,Critical,seed,jpn_mofa_export_ban,,
Listed on Non-SDN Chinese Military-Industrial Complex Companies (NS-CMIC) List,"The entity is included on the Non-SDN Chinese Military-Industrial Complex Companies (NS-CMIC) List, which targets companies that are part of China’s broader military-industrial complex but are not subject to the same sanctions as those on the Specially Designated Nationals (SDN) List. This list focuses on entities that directly or indirectly support or engage in activities related to the Chinese military, including the development and production of military technologies, dual-use items, or defense systems. While listed entities are not fully blocked from doing business with U.S. companies, specific export restrictions apply to sensitive technologies may apply.",sanctions_and_export_control_lists,Critical,seed,cmic_entity,,https://home.treasury.gov/policy-issues/financial-sanctions/consolidated-sanctions-list/ns-cmic-list
Mexico Drug Trafficking OFAC SDN Entity,This entity has been identified by Sayari analysts as a Mexican company or individual designated by the U.S. Department of the Treasury's Office of Foreign Assets Control pursuant to a Counter-Narcotics related program within the Specially Designated Nationals List.,sanctions_and_export_control_lists,Critical,seed,ofac_sdn_mex_dto_sanctioned,,
Possibly the Same As (PSA) AECA Debarred List Entity,"The entity is possibly the same as (PSA) an entity listed in the AECA Debarred List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_usa_aeca_debarred,,
Possibly the Same As (PSA) Argentina Public Registry of Terrorism List Entity,"The entity is possibly the same as (PSA) an entity listed in the Argentina Public Registry of Terrorism List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_arg_repet_jus,,
Possibly the Same As (PSA) BIS Denied Persons List Entity,"The entity is possibly the same as (PSA) an entity listed in the BIS Denied Persons List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_usa_bis_denied_persons,,
Possibly the Same As (PSA) BIS Entity List Entity,"The entity is possibly the same as (PSA) an entity listed in the BIS Entity List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_usa_bis,,
Possibly the Same As (PSA) BIS Military End User (MEU) List Entity,"The entity is possibly the same as (PSA) an entity listed in the BIS Military End User (MEU) List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_usa_bis_meu,,
Possibly the Same As (PSA) BIS Unverified List Entity,"The entity is possibly the same as (PSA) an entity listed in the BIS Unverified List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,High,psa,psa_usa_bis_unverified,,
Possibly the Same As (PSA) Belgium National Financial Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Belgium National Financial Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_bel_fpsf,,
Possibly the Same As (PSA) Consolidated Australian Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Consolidated Australian Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_aus_dfat,,
Possibly the Same As (PSA) Consolidated Canadian Autonomous Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Consolidated Canadian Autonomous Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_can_gac,,
Possibly the Same As (PSA) Czech Republic National Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the Czech Republic National Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_cze_mof,,
Possibly the Same As (PSA) EBRD Ineligible Entities List Entity,"The entity is possibly the same as (PSA) an entity listed in the EBRD Ineligible Entities List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_xxx_ebrd,,
Possibly the Same As (PSA) EU Financial Sanctions List Entity,"The entity is possibly the same as (PSA) an entity listed in the EU Financial Sanctions List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_eu_dg_fisma_ec,,
Possibly the Same As (PSA) EU Sanctions Map List Entity,"The entity is possibly the same as (PSA) an entity listed in the EU Sanctions Map List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_eu_ec_sanctions_map,,
Possibly the Same As (PSA) EU Sanctions – Russia (Regulation 833/2014) List Entity,"The entity is possibly the same as (PSA) an entity listed in the EU Sanctions – Russia (Regulation 833/2014) List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_eu_ec_regulation_833_2014,,
Possibly the Same As (PSA) France National Asset Freeze Register List Entity,"The entity is possibly the same as (PSA) an entity listed in the France National Asset Freeze Register List. The entities did not meet the threshold required to merge them into a single entity, but they are likely the same.",sanctions_and_export_control_lists,Critical,psa,psa_sanctioned_fra_dgt_mefids,,
